t[us];I[A];U[V];P[W];calka
2731;-11,42;2,598;-29,67;-14,84
2732;-11,81;2,638;-31,15;-15,58
2733;-11,81;2,638;-31,15;-15,58
2734;-11,81;2,598;-30,68;-15,34
2735;-11,42;2,598;-29,67;-14,84
2736;-11,42;2,598;-29,67;-14,84
2737;-11,81;2,638;-31,15;-15,58
2738;-11,81;2,638;-31,15;-15,58
2739;-11,81;2,638;-31,15;-15,58
2740;-11,42;2,559;-29,22;-14,61
2741;-11,42;2,598;-29,67;-14,84
2742;-11,81;2,638;-31,15;-15,58
2743;-11,81;2,638;-31,15;-15,58
2744;-11,81;2,638;-31,15;-15,58
2745;-11,42;2,598;-29,67;-14,84
2746;-11,42;2,638;-30,13;-15,06
2747;-11,81;2,638;-31,15;-15,58
2748;-11,81;2,638;-31,15;-15,58
2749;-11,81;2,638;-31,15;-15,58
2750;-11,42;2,598;-29,67;-14,84
2751;-11,42;2,638;-30,13;-15,06
2752;-11,81;2,638;-31,15;-15,58
2753;-11,81;2,638;-31,15;-15,58
2754;-11,81;2,638;-31,15;-15,58
2755;-11,02;2,598;-28,63;-14,32
2756;-11,42;2,598;-29,67;-14,84
2757;-11,81;2,638;-31,15;-15,58
2758;-11,81;2,638;-31,15;-15,58
2759;-11,81;2,598;-30,68;-15,34
2760;-11,42;2,598;-29,67;-14,84
2761;-11,42;2,598;-29,67;-14,84
2762;-11,81;2,598;-30,68;-15,34
2763;-11,81;2,638;-31,15;-15,58
2764;-11,81;2,598;-30,68;-15,34
2765;-11,42;2,598;-29,67;-14,84
2766;-11,81;2,598;-30,68;-15,34
2767;-11,81;2,677;-31,62;-15,81
2768;-12,2;2,638;-32,18;-16,09
2769;-11,81;2,638;-31,15;-15,58
2770;-11,42;2,638;-30,13;-15,06
2771;-11,42;2,638;-30,13;-15,06
2772;-11,81;2,638;-31,15;-15,58
2773;-11,81;2,638;-31,15;-15,58
2774;-11,81;2,638;-31,15;-15,58
2775;-11,42;2,598;-29,67;-14,84
2776;-11,42;2,598;-29,67;-14,84
2777;-11,81;2,638;-31,15;-15,58
2778;-12,2;2,638;-32,18;-16,09
2779;-11,81;2,638;-31,15;-15,58
2780;-11,42;2,598;-29,67;-14,84
2781;-11,42;2,598;-29,67;-14,84
2782;-11,81;2,638;-31,15;-15,58
2783;-11,81;2,638;-31,15;-15,58
2784;-11,81;2,638;-31,15;-15,58
2785;-11,42;2,559;-29,22;-14,61
2786;-11,42;2,598;-29,67;-14,84
2787;-11,81;2,677;-31,62;-15,81
2788;-11,81;2,638;-31,15;-15,58
2789;-11,81;2,638;-31,15;-15,58
2790;-11,42;2,598;-29,67;-14,84
2791;-11,81;2,598;-30,68;-15,34
2792;-11,81;2,638;-31,15;-15,58
2793;-11,81;2,677;-31,62;-15,81
2794;-11,81;2,638;-31,15;-15,58
2795;-11,42;2,598;-29,67;-14,84
2796;-11,42;2,598;-29,67;-14,84
2797;-11,81;2,638;-31,15;-15,58
2798;-12,2;2,638;-32,18;-16,09
2799;-11,81;2,638;-31,15;-15,58
2800;-11,42;2,598;-29,67;-14,84
2801;-11,42;2,598;-29,67;-14,84
2802;-11,81;2,638;-31,15;-15,58
2803;-11,81;2,677;-31,62;-15,81
2804;-11,81;2,638;-31,15;-15,58
2805;-11,42;2,598;-29,67;-14,84
2806;-11,42;2,559;-29,22;-14,61
2807;-11,81;2,598;-30,68;-15,34
2808;-12,2;2,638;-32,18;-16,09
2809;-11,81;2,598;-30,68;-15,34
2810;-11,42;2,559;-29,22;-14,61
2811;-11,42;2,559;-29,22;-14,61
2812;-11,81;2,598;-30,68;-15,34
2813;-11,81;2,638;-31,15;-15,58
2814;-11,81;2,638;-31,15;-15,58
2815;-11,42;2,559;-29,22;-14,61
2816;-11,42;2,598;-29,67;-14,84
2817;-11,81;2,638;-31,15;-15,58
2818;-12,2;2,638;-32,18;-16,09
2819;-11,81;2,638;-31,15;-15,58
2820;-11,42;2,598;-29,67;-14,84
2821;-11,42;2,598;-29,67;-14,84
2822;-11,81;2,638;-31,15;-15,58
2823;-12,2;2,638;-32,18;-16,09
2824;-11,81;2,638;-31,15;-15,58
2825;-11,81;2,559;-30,22;-15,11
2826;-11,42;2,598;-29,67;-14,84
2827;-11,81;2,638;-31,15;-15,58
2828;-12,2;2,638;-32,18;-16,09
2829;-11,81;2,638;-31,15;-15,58
2830;-11,81;2,598;-30,68;-15,34
2831;-11,42;2,559;-29,22;-14,61
2832;-11,81;2,638;-31,15;-15,58
2833;-12,2;2,638;-32,18;-16,09
2834;-11,81;2,638;-31,15;-15,58
2835;-11,42;2,598;-29,67;-14,84
2836;-11,42;2,598;-29,67;-14,84
2837;-11,81;2,638;-31,15;-15,58
2838;-12,2;2,638;-32,18;-16,09
2839;-11,81;2,638;-31,15;-15,58
2840;-11,42;2,598;-29,67;-14,84
2841;-11,42;2,559;-29,22;-14,61
2842;-11,81;2,598;-30,68;-15,34
2843;-11,81;2,638;-31,15;-15,58
2844;-12,2;2,638;-32,18;-16,09
2845;-11,81;2,598;-30,68;-15,34
2846;-11,42;2,559;-29,22;-14,61
2847;-11,81;2,598;-30,68;-15,34
2848;-12,2;2,638;-32,18;-16,09
2849;-12,2;2,638;-32,18;-16,09
2850;-11,81;2,598;-30,68;-15,34
2851;-11,42;2,559;-29,22;-14,61
2852;-11,81;2,598;-30,68;-15,34
2853;-12,2;2,638;-32,18;-16,09
2854;-12,2;2,638;-32,18;-16,09
2855;-11,42;2,559;-29,22;-14,61
2856;-11,42;2,559;-29,22;-14,61
2857;-11,81;2,598;-30,68;-15,34
2858;-11,81;2,638;-31,15;-15,58
2859;-12,2;2,638;-32,18;-16,09
2860;-11,81;2,598;-30,68;-15,34
2861;-11,42;2,559;-29,22;-14,61
2862;-11,42;2,598;-29,67;-14,84
2863;-11,81;2,638;-31,15;-15,58
2864;-11,81;2,598;-30,68;-15,34
2865;-11,81;2,559;-30,22;-15,11
2866;-11,42;2,559;-29,22;-14,61
2867;-11,81;2,598;-30,68;-15,34
2868;-12,2;2,638;-32,18;-16,09
2869;-12,2;2,638;-32,18;-16,09
2870;-11,81;2,598;-30,68;-15,34
2871;-11,42;2,598;-29,67;-14,84
2872;-11,42;2,598;-29,67;-14,84
2873;-12,2;2,638;-32,18;-16,09
2874;-11,81;2,638;-31,15;-15,58
2875;-11,81;2,598;-30,68;-15,34
2876;-11,42;2,559;-29,22;-14,61
2877;-11,42;2,598;-29,67;-14,84
2878;-11,81;2,638;-31,15;-15,58
2879;-12,2;2,638;-32,18;-16,09
2880;-11,81;2,598;-30,68;-15,34
2881;-11,42;2,598;-29,67;-14,84
2882;-11,81;2,559;-30,22;-15,11
2883;-11,81;2,638;-31,15;-15,58
2884;-11,81;2,638;-31,15;-15,58
2885;-11,81;2,598;-30,68;-15,34
2886;-11,42;2,559;-29,22;-14,61
2887;-11,81;2,598;-30,68;-15,34
2888;-11,81;2,638;-31,15;-15,58
2889;-11,81;2,638;-31,15;-15,58
2890;-11,81;2,598;-30,68;-15,34
2891;-11,42;2,559;-29,22;-14,61
2892;-11,81;2,598;-30,68;-15,34
2893;-11,81;2,638;-31,15;-15,58
2894;-12,2;2,638;-32,18;-16,09
2895;-11,81;2,598;-30,68;-15,34
2896;-11,81;2,559;-30,22;-15,11
2897;-11,42;2,559;-29,22;-14,61
2898;-11,81;2,638;-31,15;-15,58
2899;-12,2;2,638;-32,18;-16,09
2900;-11,81;2,598;-30,68;-15,34
2901;-11,42;2,559;-29,22;-14,61
2902;-11,42;2,559;-29,22;-14,61
2903;-11,81;2,638;-31,15;-15,58
2904;-12,2;2,638;-32,18;-16,09
2905;-11,81;2,598;-30,68;-15,34
2906;-11,42;2,559;-29,22;-14,61
2907;-11,42;2,559;-29,22;-14,61
2908;-11,81;2,638;-31,15;-15,58
2909;-12,2;2,598;-31,7;-15,85
2910;-11,81;2,598;-30,68;-15,34
2911;-11,42;2,559;-29,22;-14,61
2912;-11,42;2,559;-29,22;-14,61
2913;-11,81;2,598;-30,68;-15,34
2914;-12,2;2,638;-32,18;-16,09
2915;-11,81;2,598;-30,68;-15,34
2916;-11,42;2,559;-29,22;-14,61
2917;-11,42;2,559;-29,22;-14,61
2918;-11,81;2,638;-31,15;-15,58
2919;-12,2;2,638;-32,18;-16,09
2920;-12,2;2,598;-31,7;-15,85
2921;-11,42;2,598;-29,67;-14,84
2922;-11,42;2,598;-29,67;-14,84
2923;-11,81;2,638;-31,15;-15,58
2924;-12,2;2,638;-32,18;-16,09
2925;-11,81;2,638;-31,15;-15,58
2926;-11,42;2,559;-29,22;-14,61
2927;-11,42;2,598;-29,67;-14,84
2928;-11,81;2,598;-30,68;-15,34
2929;-12,2;2,638;-32,18;-16,09
2930;-11,81;2,598;-30,68;-15,34
2931;-11,42;2,559;-29,22;-14,61
2932;-11,42;2,559;-29,22;-14,61
2933;-11,81;2,638;-31,15;-15,58
2934;-12,2;2,638;-32,18;-16,09
2935;-11,81;2,598;-30,68;-15,34
2936;-11,42;2,559;-29,22;-14,61
2937;-11,42;2,559;-29,22;-14,61
2938;-11,81;2,598;-30,68;-15,34
2939;-12,2;2,638;-32,18;-16,09
2940;-11,81;2,598;-30,68;-15,34
2941;-11,42;2,559;-29,22;-14,61
2942;-11,42;2,559;-29,22;-14,61
2943;-11,81;2,638;-31,15;-15,58
2944;-12,2;2,638;-32,18;-16,09
2945;-11,81;2,598;-30,68;-15,34
2946;-11,42;2,559;-29,22;-14,61
2947;-11,42;2,598;-29,67;-14,84
2948;-11,81;2,638;-31,15;-15,58
2949;-12,2;2,638;-32,18;-16,09
2950;-11,81;2,638;-31,15;-15,58
2951;-11,42;2,559;-29,22;-14,61
2952;-11,42;2,559;-29,22;-14,61
2953;-11,81;2,598;-30,68;-15,34
2954;-11,81;2,598;-30,68;-15,34
2955;-11,81;2,598;-30,68;-15,34
2956;-11,81;2,52;-29,76;-14,88
2957;-11,42;2,48;-28,32;-14,16
2958;-11,81;2,559;-30,22;-15,11
2959;-12,2;2,598;-31,7;-15,85
2960;-11,81;2,598;-30,68;-15,34
2961;-11,81;2,559;-30,22;-15,11
2962;-11,42;2,559;-29,22;-14,61
2963;-11,81;2,638;-31,15;-15,58
2964;-12,2;2,638;-32,18;-16,09
2965;-12,2;2,638;-32,18;-16,09
2966;-11,81;2,559;-30,22;-15,11
2967;-11,42;2,559;-29,22;-14,61
2968;-11,81;2,598;-30,68;-15,34
2969;-12,2;2,638;-32,18;-16,09
2970;-11,81;2,638;-31,15;-15,58
2971;-11,81;2,52;-29,76;-14,88
2972;-11,42;2,559;-29,22;-14,61
2973;-11,81;2,598;-30,68;-15,34
2974;-12,2;2,638;-32,18;-16,09
2975;-11,81;2,638;-31,15;-15,58
2976;-11,81;2,598;-30,68;-15,34
2977;-11,02;2,559;-28,2;-14,1
2978;-11,81;2,598;-30,68;-15,34
2979;-11,81;2,638;-31,15;-15,58
2980;-11,81;2,598;-30,68;-15,34
2981;-11,42;2,559;-29,22;-14,61
2982;-11,02;2,559;-28,2;-14,1
2983;-11,81;2,559;-30,22;-15,11
2984;-12,2;2,638;-32,18;-16,09
2985;-12,2;2,638;-32,18;-16,09
2986;-11,81;2,559;-30,22;-15,11
2987;-11,42;2,559;-29,22;-14,61
2988;-11,42;2,559;-29,22;-14,61
2989;-11,81;2,638;-31,15;-15,58
2990;-12,2;2,638;-32,18;-16,09
2991;-11,42;2,598;-29,67;-14,84
2992;-11,42;2,559;-29,22;-14,61
2993;-11,81;2,598;-30,68;-15,34
2994;-11,81;2,638;-31,15;-15,58
2995;-11,81;2,638;-31,15;-15,58
2996;-11,81;2,559;-30,22;-15,11
2997;-11,42;2,559;-29,22;-14,61
2998;-11,81;2,598;-30,68;-15,34
2999;-12,2;2,638;-32,18;-16,09
3000;-11,81;2,598;-30,68;-15,34
3001;-11,81;2,598;-30,68;-15,34
3002;-11,02;2,48;-27,33;-13,66
3003;-11,81;2,598;-30,68;-15,34
3004;-12,2;2,598;-31,7;-15,85
3005;-11,81;2,638;-31,15;-15,58
3006;-11,81;2,559;-30,22;-15,11
3007;-11,42;2,559;-29,22;-14,61
3008;-11,42;2,559;-29,22;-14,61
3009;-12,2;2,598;-31,7;-15,85
3010;-12,2;2,638;-32,18;-16,09
3011;-11,81;2,559;-30,22;-15,11
3012;-11,02;2,52;-27,77;-13,88
3013;-11,42;2,559;-29,22;-14,61
3014;-11,81;2,638;-31,15;-15,58
3015;-12,2;2,598;-31,7;-15,85
3016;-11,81;2,559;-30,22;-15,11
3017;-11,02;2,52;-27,77;-13,88
3018;-11,81;2,559;-30,22;-15,11
3019;-12,2;2,638;-32,18;-16,09
3020;-12,2;2,598;-31,7;-15,85
3021;-11,81;2,559;-30,22;-15,11
3022;-11,42;2,559;-29,22;-14,61
3023;-11,81;2,598;-30,68;-15,34
3024;-11,81;2,638;-31,15;-15,58
3025;-12,2;2,638;-32,18;-16,09
3026;-11,81;2,559;-30,22;-15,11
3027;-11,42;2,559;-29,22;-14,61
3028;-11,42;2,559;-29,22;-14,61
3029;-11,81;2,598;-30,68;-15,34
3030;-12,2;2,638;-32,18;-16,09
3031;-11,81;2,559;-30,22;-15,11
3032;-11,42;2,52;-28,78;-14,39
3033;-11,42;2,559;-29,22;-14,61
3034;-11,81;2,638;-31,15;-15,58
3035;-12,2;2,598;-31,7;-15,85
3036;-11,81;2,559;-30,22;-15,11
3037;-11,02;2,559;-28,2;-14,1
3038;-11,42;2,559;-29,22;-14,61
3039;-11,81;2,638;-31,15;-15,58
3040;-12,2;2,638;-32,18;-16,09
3041;-11,81;2,598;-30,68;-15,34
3042;-11,42;2,48;-28,32;-14,16
3043;-11,42;2,52;-28,78;-14,39
3044;-11,81;2,598;-30,68;-15,34
3045;-12,2;2,598;-31,7;-15,85
3046;-11,81;2,559;-30,22;-15,11
3047;-11,42;2,52;-28,78;-14,39
3048;-11,42;2,559;-29,22;-14,61
3049;-11,81;2,598;-30,68;-15,34
3050;-12,2;2,638;-32,18;-16,09
3051;-11,81;2,559;-30,22;-15,11
3052;-11,42;2,52;-28,78;-14,39
3053;-11,42;2,559;-29,22;-14,61
3054;-11,81;2,598;-30,68;-15,34
3055;-11,81;2,598;-30,68;-15,34
3056;-11,81;2,559;-30,22;-15,11
3057;-11,42;2,52;-28,78;-14,39
3058;-11,02;2,52;-27,77;-13,88
3059;-11,81;2,559;-30,22;-15,11
3060;-12,2;2,638;-32,18;-16,09
3061;-11,81;2,559;-30,22;-15,11
3062;-11,42;2,52;-28,78;-14,39
3063;-11,42;2,559;-29,22;-14,61
3064;-11,81;2,598;-30,68;-15,34
3065;-11,81;2,598;-30,68;-15,34
3066;-11,81;2,598;-30,68;-15,34
3067;-11,42;2,52;-28,78;-14,39
3068;-11,42;2,48;-28,32;-14,16
3069;-11,81;2,598;-30,68;-15,34
3070;-12,2;2,638;-32,18;-16,09
3071;-11,81;2,559;-30,22;-15,11
3072;-11,42;2,559;-29,22;-14,61
3073;-11,42;2,559;-29,22;-14,61
3074;-11,81;2,598;-30,68;-15,34
3075;-12,2;2,638;-32,18;-16,09
3076;-11,81;2,598;-30,68;-15,34
3077;-11,42;2,559;-29,22;-14,61
3078;-11,42;2,559;-29,22;-14,61
3079;-11,81;2,598;-30,68;-15,34
3080;-12,2;2,638;-32,18;-16,09
3081;-12,2;2,598;-31,7;-15,85
3082;-11,42;2,52;-28,78;-14,39
3083;-11,42;2,52;-28,78;-14,39
3084;-11,81;2,598;-30,68;-15,34
3085;-12,2;2,598;-31,7;-15,85
3086;-12,2;2,559;-31,22;-15,61
3087;-11,42;2,48;-28,32;-14,16
3088;-11,42;2,559;-29,22;-14,61
3089;-11,81;2,559;-30,22;-15,11
3090;-12,2;2,598;-31,7;-15,85
3091;-11,81;2,559;-30,22;-15,11
3092;-11,42;2,559;-29,22;-14,61
3093;-11,42;2,48;-28,32;-14,16
3094;-11,81;2,559;-30,22;-15,11
3095;-12,2;2,638;-32,18;-16,09
3096;-12,2;2,559;-31,22;-15,61
3097;-11,81;2,52;-29,76;-14,88
3098;-11,81;2,559;-30,22;-15,11
3099;-11,81;2,559;-30,22;-15,11
3100;-11,81;2,638;-31,15;-15,58
3101;-12,2;2,598;-31,7;-15,85
3102;-11,81;2,559;-30,22;-15,11
3103;-11,42;2,559;-29,22;-14,61
3104;-11,81;2,559;-30,22;-15,11
3105;-11,81;2,598;-30,68;-15,34
3106;-12,2;2,598;-31,7;-15,85
3107;-11,42;2,48;-28,32;-14,16
3108;-11,02;2,48;-27,33;-13,66
3109;-11,42;2,559;-29,22;-14,61
3110;-11,81;2,598;-30,68;-15,34
3111;-12,2;2,559;-31,22;-15,61
3112;-11,42;2,48;-28,32;-14,16
3113;-11,42;2,48;-28,32;-14,16
3114;-11,42;2,323;-26,53;-13,26
3115;-11,81;2,598;-30,68;-15,34
3116;-12,2;2,598;-31,7;-15,85
3117;-11,81;2,559;-30,22;-15,11
3118;-11,42;2,48;-28,32;-14,16
3119;-11,42;2,598;-29,67;-14,84
3120;-11,81;2,638;-31,15;-15,58
3121;-12,2;2,598;-31,7;-15,85
3122;-11,42;2,559;-29,22;-14,61
3123;-11,42;2,52;-28,78;-14,39
3124;-11,81;2,598;-30,68;-15,34
3125;-11,81;2,638;-31,15;-15,58
3126;-11,81;2,598;-30,68;-15,34
3127;-11,81;2,559;-30,22;-15,11
3128;-11,42;2,52;-28,78;-14,39
3129;-11,81;2,559;-30,22;-15,11
3130;-11,81;2,598;-30,68;-15,34
3131;-12,2;2,598;-31,7;-15,85
3132;-11,81;2,559;-30,22;-15,11
3133;-11,42;2,559;-29,22;-14,61
3134;-11,42;2,52;-28,78;-14,39
3135;-11,81;2,598;-30,68;-15,34
3136;-11,81;2,598;-30,68;-15,34
3137;-11,81;2,559;-30,22;-15,11
3138;-11,42;2,48;-28,32;-14,16
3139;-11,81;2,559;-30,22;-15,11
3140;-12,2;2,598;-31,7;-15,85
3141;-12,2;2,559;-31,22;-15,61
3142;-11,42;2,559;-29,22;-14,61
3143;-11,42;2,52;-28,78;-14,39
3144;-11,42;2,559;-29,22;-14,61
3145;-12,2;2,598;-31,7;-15,85
3146;-11,81;2,598;-30,68;-15,34
3147;-11,81;2,559;-30,22;-15,11
3148;-11,42;2,48;-28,32;-14,16
3149;-11,42;2,559;-29,22;-14,61
3150;-11,81;2,638;-31,15;-15,58
3151;-11,81;2,598;-30,68;-15,34
3152;-11,81;2,52;-29,76;-14,88
3153;-11,42;2,48;-28,32;-14,16
3154;-11,42;2,52;-28,78;-14,39
3155;-12,2;2,559;-31,22;-15,61
3156;-11,81;2,559;-30,22;-15,11
3157;-11,81;2,52;-29,76;-14,88
3158;-11,42;2,48;-28,32;-14,16
3159;-11,42;2,52;-28,78;-14,39
3160;-11,81;2,559;-30,22;-15,11
3161;-11,81;2,559;-30,22;-15,11
3162;-11,81;2,559;-30,22;-15,11
3163;-11,42;2,48;-28,32;-14,16
3164;-11,81;2,559;-30,22;-15,11
3165;-11,81;2,598;-30,68;-15,34
3166;-12,2;2,638;-32,18;-16,09
3167;-11,81;2,559;-30,22;-15,11
3168;-11,42;2,48;-28,32;-14,16
3169;-11,42;2,559;-29,22;-14,61
3170;-11,81;2,598;-30,68;-15,34
3171;-12,2;2,638;-32,18;-16,09
3172;-11,81;2,559;-30,22;-15,11
3173;-11,42;2,48;-28,32;-14,16
3174;-11,81;2,559;-30,22;-15,11
3175;-11,81;2,598;-30,68;-15,34
3176;-11,81;2,598;-30,68;-15,34
3177;-11,81;2,48;-29,29;-14,64
3178;-11,42;2,48;-28,32;-14,16
3179;-11,42;2,52;-28,78;-14,39
3180;-12,2;2,598;-31,7;-15,85
3181;-11,81;2,598;-30,68;-15,34
3182;-11,81;2,559;-30,22;-15,11
3183;-11,42;2,48;-28,32;-14,16
3184;-11,02;2,48;-27,33;-13,66
3185;-11,81;2,598;-30,68;-15,34
3186;-11,81;2,598;-30,68;-15,34
3187;-11,81;2,559;-30,22;-15,11
3188;-11,42;2,48;-28,32;-14,16
3189;-11,42;2,52;-28,78;-14,39
3190;-11,81;2,559;-30,22;-15,11
3191;-11,81;2,598;-30,68;-15,34
3192;-11,81;2,559;-30,22;-15,11
3193;-11,42;2,48;-28,32;-14,16
3194;-11,02;2,559;-28,2;-14,1
3195;-11,81;2,598;-30,68;-15,34
3196;-11,81;2,598;-30,68;-15,34
3197;-11,81;2,559;-30,22;-15,11
3198;-11,42;2,48;-28,32;-14,16
3199;-11,42;2,48;-28,32;-14,16
3200;-11,81;2,598;-30,68;-15,34
3201;-12,2;2,559;-31,22;-15,61
3202;-11,81;2,559;-30,22;-15,11
3203;-11,42;2,48;-28,32;-14,16
3204;-11,42;2,48;-28,32;-14,16
3205;-11,81;2,598;-30,68;-15,34
3206;-11,81;2,598;-30,68;-15,34
3207;-11,81;2,559;-30,22;-15,11
3208;-11,42;2,48;-28,32;-14,16
3209;-11,42;2,48;-28,32;-14,16
3210;-11,81;2,559;-30,22;-15,11
3211;-11,81;2,598;-30,68;-15,34
3212;-11,81;2,559;-30,22;-15,11
3213;-11,02;2,52;-27,77;-13,88
3214;-11,42;2,48;-28,32;-14,16
3215;-11,81;2,559;-30,22;-15,11
3216;-12,2;2,598;-31,7;-15,85
3217;-11,81;2,559;-30,22;-15,11
3218;-11,02;2,48;-27,33;-13,66
3219;-11,42;2,559;-29,22;-14,61
3220;-11,81;2,598;-30,68;-15,34
3221;-11,81;2,598;-30,68;-15,34
3222;-11,81;2,559;-30,22;-15,11
3223;-11,02;2,48;-27,33;-13,66
3224;-11,42;2,52;-28,78;-14,39
3225;-11,81;2,559;-30,22;-15,11
3226;-11,81;2,598;-30,68;-15,34
3227;-11,81;2,559;-30,22;-15,11
3228;-11,42;2,48;-28,32;-14,16
3229;-11,02;2,52;-27,77;-13,88
3230;-11,81;2,559;-30,22;-15,11
3231;-11,81;2,598;-30,68;-15,34
3232;-11,81;2,559;-30,22;-15,11
3233;-11,42;2,48;-28,32;-14,16
3234;-11,42;2,559;-29,22;-14,61
3235;-11,81;2,598;-30,68;-15,34
3236;-11,81;2,598;-30,68;-15,34
3237;-11,81;2,559;-30,22;-15,11
3238;-11,42;2,52;-28,78;-14,39
3239;-11,02;2,48;-27,33;-13,66
3240;-11,81;2,52;-29,76;-14,88
3241;-12,2;2,598;-31,7;-15,85
3242;-11,81;2,559;-30,22;-15,11
3243;-11,42;2,48;-28,32;-14,16
3244;-11,02;2,48;-27,33;-13,66
3245;-11,81;2,559;-30,22;-15,11
3246;-11,81;2,598;-30,68;-15,34
3247;-11,81;2,559;-30,22;-15,11
3248;-11,42;2,48;-28,32;-14,16
3249;-11,42;2,559;-29,22;-14,61
3250;-11,81;2,559;-30,22;-15,11
3251;-11,81;2,598;-30,68;-15,34
3252;-11,81;2,559;-30,22;-15,11
3253;-11,42;2,52;-28,78;-14,39
3254;-11,42;2,48;-28,32;-14,16
3255;-11,81;2,559;-30,22;-15,11
3256;-11,81;2,598;-30,68;-15,34
3257;-11,81;2,559;-30,22;-15,11
3258;-11,42;2,48;-28,32;-14,16
3259;-11,42;2,48;-28,32;-14,16
3260;-11,42;2,52;-28,78;-14,39
3261;-12,2;2,559;-31,22;-15,61
3262;-11,81;2,48;-29,29;-14,64
3263;-11,42;2,48;-28,32;-14,16
3264;-11,02;2,48;-27,33;-13,66
3265;-11,81;2,559;-30,22;-15,11
3266;-12,2;2,598;-31,7;-15,85
3267;-11,81;2,559;-30,22;-15,11
3268;-11,02;2,48;-27,33;-13,66
3269;-11,02;2,48;-27,33;-13,66
3270;-11,81;2,559;-30,22;-15,11
3271;-11,81;2,598;-30,68;-15,34
3272;-11,81;2,598;-30,68;-15,34
3273;-11,42;2,52;-28,78;-14,39
3274;-11,02;2,48;-27,33;-13,66
3275;-11,81;2,559;-30,22;-15,11
3276;-11,81;2,598;-30,68;-15,34
3277;-11,81;2,559;-30,22;-15,11
3278;-11,42;2,52;-28,78;-14,39
3279;-11,42;2,48;-28,32;-14,16
3280;-11,81;2,52;-29,76;-14,88
3281;-11,81;2,598;-30,68;-15,34
3282;-11,81;2,559;-30,22;-15,11
3283;-11,42;2,48;-28,32;-14,16
3284;-11,02;2,48;-27,33;-13,66
3285;-11,81;2,52;-29,76;-14,88
3286;-12,2;2,598;-31,7;-15,85
3287;-11,81;2,559;-30,22;-15,11
3288;-11,42;2,48;-28,32;-14,16
3289;-11,02;2,48;-27,33;-13,66
3290;-11,42;2,559;-29,22;-14,61
3291;-11,81;2,559;-30,22;-15,11
3292;-11,81;2,559;-30,22;-15,11
3293;-11,42;2,48;-28,32;-14,16
3294;-11,02;2,48;-27,33;-13,66
3295;-11,42;2,559;-29,22;-14,61
3296;-11,81;2,598;-30,68;-15,34
3297;-11,81;2,559;-30,22;-15,11
3298;-11,42;2,48;-28,32;-14,16
3299;-11,02;2,48;-27,33;-13,66
3300;-11,42;2,598;-29,67;-14,84
3301;-11,81;2,598;-30,68;-15,34
3302;-11,81;2,559;-30,22;-15,11
3303;-11,42;2,48;-28,32;-14,16
3304;-11,02;2,48;-27,33;-13,66
3305;-11,81;2,559;-30,22;-15,11
3306;-11,81;2,559;-30,22;-15,11
3307;-11,81;2,559;-30,22;-15,11
3308;-11,42;2,48;-28,32;-14,16
3309;-11,02;2,48;-27,33;-13,66
3310;-11,42;2,48;-28,32;-14,16
3311;-11,81;2,559;-30,22;-15,11
3312;-11,81;2,559;-30,22;-15,11
3313;-11,42;2,48;-28,32;-14,16
3314;-11,42;2,48;-28,32;-14,16
3315;-11,42;2,559;-29,22;-14,61
3316;-11,81;2,598;-30,68;-15,34
3317;-11,81;2,559;-30,22;-15,11
3318;-11,42;2,52;-28,78;-14,39
3319;-11,02;2,48;-27,33;-13,66
3320;-11,42;2,559;-29,22;-14,61
3321;-11,81;2,598;-30,68;-15,34
3322;-12,2;2,559;-31,22;-15,61
3323;-11,42;2,48;-28,32;-14,16
3324;-11,42;2,48;-28,32;-14,16
3325;-11,42;2,52;-28,78;-14,39
3326;-11,81;2,598;-30,68;-15,34
3327;-11,81;2,559;-30,22;-15,11
3328;-11,42;2,48;-28,32;-14,16
3329;-11,42;2,48;-28,32;-14,16
3330;-11,42;2,559;-29,22;-14,61
3331;-12,2;2,598;-31,7;-15,85
3332;-11,81;2,559;-30,22;-15,11
3333;-11,42;2,48;-28,32;-14,16
3334;-11,02;2,48;-27,33;-13,66
3335;-11,42;2,559;-29,22;-14,61
3336;-11,81;2,559;-30,22;-15,11
3337;-11,81;2,559;-30,22;-15,11
3338;-11,42;2,52;-28,78;-14,39
3339;-11,02;2,48;-27,33;-13,66
3340;-11,42;2,559;-29,22;-14,61
3341;-11,81;2,559;-30,22;-15,11
3342;-12,2;2,559;-31,22;-15,61
3343;-11,42;2,52;-28,78;-14,39
3344;-11,02;2,48;-27,33;-13,66
3345;-11,42;2,52;-28,78;-14,39
3346;-11,81;2,598;-30,68;-15,34
3347;-11,81;2,559;-30,22;-15,11
3348;-11,42;2,48;-28,32;-14,16
3349;-11,02;2,48;-27,33;-13,66
3350;-11,42;2,52;-28,78;-14,39
3351;-11,81;2,559;-30,22;-15,11
3352;-11,81;2,559;-30,22;-15,11
3353;-11,42;2,48;-28,32;-14,16
3354;-11,42;2,48;-28,32;-14,16
3355;-11,42;2,48;-28,32;-14,16
3356;-11,81;2,559;-30,22;-15,11
3357;-11,81;2,559;-30,22;-15,11
3358;-11,42;2,48;-28,32;-14,16
3359;-11,02;2,48;-27,33;-13,66
3360;-11,42;2,48;-28,32;-14,16
3361;-11,81;2,559;-30,22;-15,11
3362;-11,81;2,559;-30,22;-15,11
3363;-11,42;2,48;-28,32;-14,16
3364;-11,02;2,48;-27,33;-13,66
3365;-11,42;2,48;-28,32;-14,16
